id,class
188639,31541.248469767626
188640,10479.3434034409
188641,48534.0770340655
188642,21112.335644167382
188643,74887.71557562333
188644,73513.88347687386
188645,60798.115527602844
188646,-3200.5642397380434
188647,37019.72597506689
188648,39836.407824405935
188649,48207.296048392076
188650,71179.35697377147
188651,53820.95350489579
188652,62592.70811129315
188653,55307.51829259796
188654,-29315.432191290893
188655,25305.80810834421
188656,44450.41465736134
188657,42694.49533557519
188658,11646.486765866168
188659,73309.28112766193
188660,18043.446905571967
188661,66412.71023894195
188662,-7150.12168707978
188663,20157.41650239937
188664,68922.90316782892
188665,72081.82338258019
188666,20259.761313805822
188667,17588.091987248976
188668,24214.771311741788
188669,33864.22193078138
188670,59132.208371674176
188671,19945.25491524255
188672,31918.117515565362
188673,68166.64437142853
188674,11329.321176555008
188675,-2476.2686847853474
188676,52542.35407182248
188677,16093.445727684535
188678,46141.40778882336
188679,54164.22217422724
188680,60526.46963995742
188681,18264.644804598298
188682,22865.585346606094
188683,-20806.147584332153
188684,68412.56690076739
188685,59291.49695688393
188686,73298.46248755278
188687,10922.61005294323
188688,47245.530174952
188689,19393.932304427493
188690,37032.37834052555
188691,44152.85050364537
188692,42120.810168433
188693,23442.497534284368
188694,23990.251387717668
188695,25652.981250163168
188696,63941.18505261466
188697,43253.64255994279
188698,9200.205677404534
188699,64789.50633218046
188700,70150.27362049185
188701,33849.01676027104
188702,7960.363501790445
188703,72516.14058663324
188704,51724.930225707125
188705,36333.142546145245
188706,67422.0986466431
188707,12989.03509111097
188708,30755.92227961868
188709,30144.138383598533
188710,41445.02839734312
188711,51010.498765104916
188712,51586.78292915551
188713,46312.84500951646
188714,35056.48412822047
188715,51009.997243753634
188716,43920.82695260411
188717,29890.917644778267
188718,24981.448511754163
188719,32460.33857195312
188720,27468.136368922424
188721,72436.20190295298
188722,55063.98474649992
188723,45324.16651876178
188724,38677.78753749933
188725,3115.041321256198
188726,62842.612808264326
188727,23409.39165772451
188728,63794.792316078674
188729,30481.36723895045
188730,66730.88257809682
188731,69709.0031986828
188732,39461.3075072635
188733,23241.404753976036
188734,19216.97396629071
188735,-9507.179670042824
188736,-5883.204663993325
188737,68291.61275107553
188738,61585.64174115891
188739,52060.84808671428
188740,58830.137785563245
188741,44963.537867943756
188742,25984.976856250316
188743,35736.770185825415
188744,68971.5177858388
188745,49797.76281302748
188746,47904.32597609516
188747,55377.21059102006
188748,9454.86117096804
188749,52146.33529263828
188750,-8497.337231249548
188751,54815.46302811243
188752,74952.60726702493
188753,17986.398668171838
188754,57292.42787973629
188755,62799.96175006684
188756,44334.52853472484
188757,28972.57136672642
188758,17892.269405204337
188759,42281.0031763115
188760,11118.298553857021
188761,54518.22126673255
188762,56276.10547037097
188763,54596.536825945135
188764,25991.41043162765
188765,59967.954313803464
188766,38367.65994720394
188767,13864.425780218095
188768,49788.843320855405
188769,65641.78039898258
188770,52804.15190413594
188771,8406.480510733556
188772,-12832.08371962374
188773,55336.360852772836
188774,58673.17391497176
188775,57884.6346085784
188776,31087.41325629782
188777,39436.47177375853
188778,27055.514295949135
188779,68852.87393978471
188780,66938.56318505527
188781,68903.31544119725
188782,27183.083110765554
188783,33326.22296298714
188784,57168.003918671515
188785,33017.78882976016
188786,53217.88300698483
188787,3897.071008816827
188788,12664.249643323477
188789,59305.65839135973
188790,-9330.807144289836
188791,-11441.413544310257
188792,70403.30207164632
188793,29757.990693093278
188794,14291.151613653637
188795,57201.79296496557
188796,16364.441045003477
188797,66372.27695666486
188798,28032.522340075113
188799,13287.39312467724
188800,64404.46115426719
188801,54408.487298416905
188802,34888.62097518565
188803,70623.15829141717
188804,19045.213089767843
188805,24690.1942790146
188806,66377.354820651
188807,54707.19663005136
188808,51380.29666246567
188809,42484.89651331259
188810,20319.822890259326
188811,63419.033750422765
188812,33692.16177591076
188813,10096.359234713484
188814,54917.80114900367
188815,23912.796829658095
188816,50390.222641748376
188817,43227.200409589335
188818,42542.282648549415
188819,44449.6018680539
188820,39306.7265300327
188821,44596.802682886366
188822,39582.635922212154
188823,57496.28563535586
188824,5343.207908906974
188825,40773.71506303176
188826,3568.979702837765
188827,41192.689658578485
188828,44338.79462465597
188829,11809.84571269434
188830,39633.47899850225
188831,65660.7002729061
188832,15157.11410635151
188833,49518.61566571053
188834,43503.251739280764
188835,41732.18212013226
188836,43358.86374577973
188837,56536.411024524365
188838,20565.097156436183
188839,-5917.746466135606
188840,2915.095492118504
188841,73526.42112731747
188842,10436.732703285757
188843,71763.51857916405
188844,54580.68163846899
188845,22881.79079393344
188846,56157.73950832011
188847,60276.24660132639
188848,-6317.108398504555
188849,47227.297824786976
188850,69473.71445163665
188851,59299.96700789407
188852,66840.01478333957
188853,30168.357345088385
188854,34633.36153575033
188855,70672.5288822935
188856,72084.25431520818
188857,69681.50834427401
188858,55844.17434288887
188859,47943.42839981755
188860,-19705.723379409872
188861,48437.25889224699
188862,73966.52388986293
188863,7865.895801029168
188864,43575.56523813959
188865,50004.91033855593
188866,51386.354500317015
188867,12011.292427141685
188868,76572.98146897648
188869,23869.04056368489
188870,3625.794742799364
188871,12795.067420701496
188872,51166.77411782835
188873,55450.91224651458
188874,48206.80252692709
188875,11813.2678286531
188876,43722.08593275817
188877,67028.13379162503
188878,64525.22578099277
188879,67702.92655562703
188880,54217.78792434186
188881,14642.438036116306
188882,23568.103132518474
188883,46600.64568574075
188884,66343.79116530437
188885,57757.7701802738
188886,57113.34920299752
188887,72601.34930590307
188888,77453.34589479584
188889,42050.85967740975
188890,27976.2618950177
188891,34984.1946415361
188892,27525.892745324876
188893,66739.41401480604
188894,27510.985789686907
188895,25301.504013963975
188896,50810.32531777816
188897,33349.145089458674
188898,-10713.206902765669
188899,72502.93209669879
188900,-16434.365026406478
188901,5790.983447299339
188902,65206.370868932456
188903,73062.11106443591
188904,41251.48803289514
188905,36413.65148083214
188906,67789.23806529492
188907,54982.82394509064
188908,38210.80998272309
188909,48356.18018030049
188910,21402.778028449975
188911,64785.83762742998
188912,44162.20650403621
188913,71249.31328652333
188914,61989.6841777605
188915,60096.93142427271
188916,-6658.8312230156735
188917,63576.51226144936
188918,6589.7958068093285
188919,19172.374116187915
188920,28673.747475636657
188921,60770.92235226091
188922,59041.760118113365
188923,65001.351831055246
188924,50335.668802795
188925,67948.95171700092
188926,62338.12678870559
188927,-14392.00468886178
188928,43469.583164089825
188929,39454.61497464869
188930,13966.787774563767
188931,47780.01789610321
188932,44426.78375446005
188933,62211.861790939234
188934,65862.18954889895
188935,34790.995280570816
188936,40498.32203042554
188937,35454.13833702402
188938,40995.34825954633
188939,58587.750446394086
188940,7295.747774957679
188941,62236.18722393084
188942,68206.61115246499
188943,62256.84477898199
188944,47466.83514431212
188945,29921.60358552495
188946,59127.56271493388
188947,47299.02103231661
188948,64071.5075825993
188949,71697.95189533709
188950,34055.65845237812
188951,53584.91255737981
188952,-21662.130175957456
188953,1623.0181256374344
188954,33917.682218388654
188955,65294.12097217515
188956,46443.99408073397
188957,43305.87968161376
188958,45534.212550159544
188959,1439.165181683842
188960,58118.78705655318
188961,62239.17401949549
188962,8637.931258524768
188963,70035.46108333673
188964,42547.361776345875
188965,-9589.80686803814
188966,64120.826502379496
188967,58138.997474662494
188968,17997.81405366352
188969,16731.02304078173
188970,55239.788873496465
188971,51914.24472490884
188972,65061.36327946419
188973,67239.06988516496
188974,53521.7339757029
188975,35939.71491153585
188976,5609.103162243962
188977,37379.698172910605
188978,21680.840481472667
188979,60529.73659562413
188980,25814.95917106513
188981,28098.7929242244
188982,44939.7761445716
188983,74454.63760327827
188984,37811.65256690746
188985,32212.768521574326
188986,35281.05720510613
188987,54151.05564856343
188988,10747.156447569374
188989,56511.1492129392
188990,52794.55711595109
188991,47298.35771844862
188992,52353.686859885696
188993,47081.22659779666
188994,47455.11154270964
188995,40721.831885673106
188996,37202.37876159605
188997,66900.81193237333
188998,62926.00675778696
188999,4146.574971369468
189000,6412.789138718508
189001,40715.33209663443
189002,56458.71861919109
189003,46852.77284899447
189004,61433.4509218107
189005,52250.558594377246
189006,60394.703966864385
189007,44698.33193309605
189008,46890.71751895314
189009,24209.651756248437
189010,51249.032718654256
189011,53670.73639138881
189012,53450.92037273804
189013,38562.33088067453
189014,38096.088279121555
189015,41966.3133586226
189016,69854.75964959897
189017,10120.411633193959
189018,22451.044138349593
189019,10426.180120564066
189020,21062.81336418353
189021,48883.438238724135
189022,64223.40178282512
189023,66177.03721791087
189024,43157.69400486816
189025,65119.09305284917
189026,28431.818602158222
189027,17036.09723766474
189028,57520.60659071524
189029,23641.820714401547
189030,26797.09433682682
189031,45160.56081286585
189032,53743.43712648982
189033,2896.8529164488427
189034,70905.09316604305
189035,61944.78764592111
189036,74498.61247516237
189037,1679.4477704879828
189038,57185.827229347546
189039,54429.35951497778
189040,24172.026058116462
189041,29550.444341906812
189042,41015.743338141125
189043,64007.21067020483
189044,44145.65499367844
189045,43678.58887594426
189046,1080.8306942656636
189047,21619.161704491824
189048,21257.237095237244
189049,66816.61811822047
189050,46271.73260897584
189051,9183.309036076535
189052,44295.99987332476
189053,46129.0294219926
189054,37300.835032253526
189055,46758.57194511639
189056,-4326.358579511754
189057,20565.724002322182
189058,3369.3158154408447
189059,59370.819491816685
189060,22265.796111374162
189061,49978.213775529526
189062,44594.412678526714
189063,36907.61753217084
189064,-498.73211679328233
189065,40757.12876071269
189066,33531.53130825516
189067,63614.54127177782
189068,42199.05719010718
189069,44272.638356633484
189070,53918.54008064
189071,46009.77593377838
189072,65825.37418038817
189073,52995.709133617114
189074,45107.68832669919
189075,54537.14434581995
189076,25679.686855595093
189077,44791.074312645476
189078,68562.95951485401
189079,42686.85889215395
189080,64273.53484596033
189081,34701.762286299374
189082,34197.350352367386
189083,41721.3897335222
189084,31815.824930114206
189085,67029.18601367623
189086,12097.906288492959
189087,68026.88488477655
189088,43371.082156828605
189089,66451.75408383412
189090,28230.373709391337
189091,54024.75608214224
189092,-62164.1362002634
189093,67159.79581353767
189094,55625.3886103658
189095,36567.5909746103
189096,27693.522704397794
189097,62370.61794053251
189098,34563.788166129496
189099,-4273.871635269374
189100,17766.97163730301
189101,56198.89546613488
189102,70101.02894792659
189103,54975.195320771076
189104,-1705.8029992803931
189105,45139.8796338602
189106,61571.84062600043
189107,43452.83449763432
189108,37420.059415319
189109,55595.21625204012
189110,4776.656664344948
189111,11585.959926296026
189112,29816.44180128351
189113,69012.07227235567
189114,19588.404003982432
189115,23953.135020867456
189116,38608.52527671913
189117,31856.374982656445
189118,46678.795621697325
189119,43820.11554009514
189120,63499.05458565755
189121,59530.025917688385
189122,-4585.80567836808
189123,26789.142889131792
189124,43855.44476022525
189125,70622.68987661926
189126,25886.332204012666
189127,54751.30667188112
189128,43642.04165011039
189129,16326.0440749228
189130,76369.19153595483
189131,57330.38210333837
189132,30683.60782065615
189133,70440.53271760978
189134,37747.10877428809
189135,59806.80301009631
189136,70691.24823996052
189137,29952.48568644002
189138,21213.021373895463
189139,-8496.738247964066
189140,-329.9076717281714
189141,-4002.991948553361
189142,8078.723784950096
189143,-4725.8884228751995
189144,22081.50416819658
189145,54390.594521189574
189146,45735.62841982907
189147,48554.61626133509
189148,34783.88347035926
189149,53995.05611462565
189150,55183.44602098642
189151,45287.24191508349
189152,53375.80745266797
189153,45243.4275026205
189154,19065.262018526904
189155,7312.48067662539
189156,66911.02442669868
189157,-7101.974058174528
189158,16541.230580215808
189159,32658.65457647806
189160,49157.03040609602
189161,5596.278070928995
189162,18946.44180473173
189163,53529.31031691423
189164,27814.366563149262
189165,43434.082769907545
189166,71768.51465746481
189167,35309.70951995021
189168,31908.62764195772
189169,55347.36641446967
189170,60285.43893257715
189171,-1918.0295856939629
189172,57803.525434849784
189173,17776.428225524258
189174,57779.51604828471
189175,-7844.786394374445
189176,40843.569155148696
189177,70858.09652182972
189178,42002.91988413269
189179,6432.128294673748
189180,62547.308166781906
189181,21821.474932246376
189182,31202.236091696657
189183,51085.984436383005
189184,71148.73582145665
189185,14154.820790041704
189186,53991.15801843628
189187,74337.33034106344
189188,50565.59750947077
189189,7617.540561866481
189190,54217.39795286907
189191,10870.953081819229
189192,57816.33231268404
189193,53316.37930598669
189194,58899.67562540108
189195,6050.965199018363
189196,7290.77226498723
189197,28457.39654595824
189198,45631.15362824593
189199,14538.240051517729
189200,44222.84037440829
189201,37607.29155996069
189202,28232.36023574462
189203,48740.85710389912
189204,34257.04646869842
189205,43194.87563906377
189206,55663.13414543355
189207,71871.58666644432
189208,24743.947579969652
189209,48295.475912761874
189210,69586.28945603827
189211,14305.739954778925
189212,26968.486345939804
189213,47281.22861752659
189214,68703.74137887778
189215,40971.17249651067
189216,58723.989986688364
189217,57219.10548592685
189218,75103.79753323784
189219,17614.225143002346
189220,52245.160800372716
189221,54721.20858046133
189222,52194.12420082651
189223,58920.85829390818
189224,33876.03671986982
189225,37745.49131911853
189226,48556.58154277969
189227,49215.04023859231
189228,26449.9455248639
189229,61291.139427013695
189230,38804.91825945396
189231,56630.59353775531
189232,43572.60553522734
189233,43622.04396187235
189234,52852.055828961544
189235,73380.77066646516
189236,62721.39302143827
189237,33499.38200649712
189238,59395.75344972033
189239,23726.26959226746
189240,55688.320628197864
189241,16684.92065448733
189242,532.1391787976027
189243,64518.981416241266
189244,34177.447682403494
189245,26804.66427649511
189246,14286.37502639601
189247,26428.408486634493
189248,50542.95004682988
189249,13398.583784101531
189250,36415.78532126313
189251,54649.16993935453
189252,33517.986626863014
189253,66766.29749310995
189254,39924.37462354638
189255,47274.0167976697
189256,42276.06202089181
189257,31586.135304231662
189258,-2051.839444965124
189259,49204.69013601076
189260,38947.192607705016
189261,77938.75100760162
189262,39568.62795917364
189263,57455.967549439054
189264,53373.4844120685
189265,51940.79387848545
189266,57331.38654964976
189267,56812.399923656136
189268,66202.67059966503
189269,23462.707248994615
189270,45907.22820706386
189271,70004.51641776413
189272,63097.40015777107
189273,64453.27579698339
189274,78466.18091405882
189275,69146.96325067617
189276,51169.411941317376
189277,39587.66205832688
189278,35091.33835290279
189279,73847.22584301885
189280,62393.97909382591
189281,29207.77623073943
189282,61477.200838417746
189283,64794.12428452913
189284,55444.468370534014
189285,35709.30525102699
189286,38092.81175245624
189287,59971.284341794904
189288,66290.41727876896
189289,20200.18898607092
189290,46880.82690558443
189291,58481.711200867314
189292,19934.58403556887
189293,46770.463758794125
189294,33825.56831738306
189295,6946.501759639941
189296,25217.837193202227
189297,42622.26470693294
189298,58986.9477515067
189299,42762.335261482745
189300,76507.63735957956
189301,19470.461764745414
189302,51892.62766892603
189303,18188.35983443586
189304,67827.67631271342
189305,43763.47435514117
189306,54364.94878054131
189307,68167.99765345408
189308,64794.60360766156
189309,48496.40241316194
189310,56303.808347584214
189311,66893.86138548795
189312,55566.694561726414
189313,65939.13723185472
189314,56799.670349520165
189315,57104.85971295368
189316,71524.50389701733
189317,47615.31585376756
189318,9638.779363122769
189319,1378.9242022694089
189320,46921.53212489374
189321,56255.38602060173
189322,23762.054615871515
189323,-6088.363404456526
189324,64778.0265130382
189325,45899.8302481249
189326,-9059.575350941624
189327,26844.929699997418
189328,56618.132775973994
189329,25539.501570432913
189330,56395.91177253565
189331,67335.0808168836
189332,64039.582536702044
189333,31070.91034578299
189334,14483.686024451628
189335,38458.36155193532
189336,-35879.23788558878
189337,13288.15947267972
189338,54303.8906341712
189339,52385.73308815714
189340,37108.971765879076
189341,67852.36016364954
189342,44385.36549481889
189343,56081.85815041931
189344,39787.966845538
189345,-15986.997663084418
189346,8784.863506671507
189347,64709.074809871614
189348,72915.15163335437
189349,61470.006686374545
189350,27381.02419753652
189351,68488.86129954783
189352,65429.24041038565
189353,-13355.344133103266
189354,61510.03818932222
189355,46657.99567045178
189356,41829.98316473607
189357,43146.1319270418
189358,69401.64087865315
189359,30159.163222240284
189360,70178.13247555168
189361,6870.620592162013
189362,34765.23871216737
189363,62160.45191956777
189364,35112.70923278853
189365,66055.27827759366
189366,13888.72628099192
189367,42759.27396832919
189368,72530.98773748288
189369,64441.15431277454
189370,18734.16748089716
189371,46177.27284762636
189372,32121.257242451422
189373,68950.38743214682
189374,38086.17690858571
189375,51518.662569070235
189376,3140.3755623078905
189377,16469.768729711883
189378,36670.40029645618
189379,58099.85150707653
189380,40558.25241597276
189381,49262.30770940939
189382,57324.84092564089
189383,52471.610428630374
189384,29738.00223516533
189385,68160.54746777238
189386,41161.161820645444
189387,6237.00592763396
189388,61789.99548666924
189389,71831.14826959092
189390,65657.6509441915
189391,48514.759548985865
189392,270.0488992300816
189393,25217.200139916502
189394,6343.408508382738
189395,12128.488286437932
189396,27689.532503630035
189397,69356.28881611675
189398,26739.621682902798
189399,48328.216737137176
189400,48252.356836483814
189401,43310.495714616496
189402,65349.86862615729
189403,54977.51142098848
189404,49949.59649707051
189405,76800.15162492963
189406,45175.69245785382
189407,55004.617940719705
189408,56689.421898300294
189409,39614.109128823504
189410,76261.01279580407
189411,57242.59770213673
189412,49661.37023031339
189413,62020.667610818055
189414,76486.0992313372
189415,50902.80306244688
189416,39623.993901621085
189417,22697.82435329072
189418,49754.145786201116
189419,33791.914439286105
189420,57968.75505430531
189421,66705.1692705648
189422,62035.78536496172
189423,67770.20853921724
189424,72385.54375049938
189425,41024.525166567415
189426,7548.199471033178
189427,53862.0313153225
189428,23184.477591591887
189429,-6385.817474602722
189430,17315.12734264275
189431,48189.43002239289
189432,37262.56136067957
189433,70875.15963197686
189434,55511.170437939
189435,22239.40412723832
189436,40741.59601850249
189437,26893.917023970746
189438,39789.92496083863
189439,15002.716650552116
189440,36051.82661985792
189441,72860.25714568049
189442,73694.06793947145
189443,70958.70776541159
189444,10761.50707481103
189445,62183.69896480208
189446,75945.28528477019
189447,18252.43367433455
189448,79153.36654343503
189449,-6799.714826223906
189450,56757.03581402777
189451,33985.70752741117
189452,27792.65326234931
189453,33979.740414027125
189454,43048.99462960847
189455,39167.3834972824
189456,70180.49583472032
189457,-676.0965087777004
189458,73158.39813202806
189459,22130.58814761322
189460,38962.89975307835
189461,59212.15269869473
189462,63254.27038757084
189463,40763.224468400236
189464,28851.326038622763
189465,63267.163315030746
189466,10334.757433525287
189467,57303.10860418109
189468,18330.950125256553
189469,23105.011949772015
189470,68117.81503275502
189471,65784.76121060131
189472,47999.769420614
189473,-10041.099774911068
189474,61964.45657566842
189475,39819.955196022056
189476,63558.116101118736
189477,38148.17042810563
189478,47948.41410181811
189479,47291.96307474654
189480,-1202.6176038761623
189481,57865.02313172165
189482,20614.575816247147
189483,71813.22035913123
189484,40875.49935757369
189485,9260.22746835323
189486,60484.539803730324
189487,24532.49775007693
189488,17386.97767193895
189489,78577.69444837887
189490,64260.74164382834
189491,69132.14033297356
189492,39820.13730360987
189493,37494.41246679425
189494,65845.79088380653
189495,15703.664918165654
189496,54508.48826770671
189497,53992.112198170274
189498,18526.575605136342
189499,68492.46216506558
189500,22569.588636314962
189501,38452.67015334405
189502,26598.778213604353
189503,47764.22264521383
189504,47010.5813100175
189505,46243.30833958741
189506,48387.4704993004
189507,49064.85601205146
189508,49124.5010404638
189509,63187.926491662394
189510,31950.57811720064
189511,36739.173461200204
189512,53098.08108714502
189513,66178.3137777471
189514,14437.124354663305
189515,57223.928189989645
189516,7165.21171335876
189517,3068.9594390885904
189518,49265.16884722235
189519,37011.232251226436
189520,51220.3928213818
189521,60903.1979479203
189522,49274.71748479316
189523,65176.07334743766
189524,4076.50740050897
189525,67675.13058191678
189526,19001.673556763213
189527,54021.37919138372
189528,53522.81917422172
189529,64461.72853981191
189530,54507.03027616255
189531,7691.902140093502
189532,-22440.877352281008
189533,65142.91592929093
189534,72112.74132747808
189535,73783.76932832412
189536,59474.61221772479
189537,67023.37029920192
189538,55155.94895755919
189539,54897.467531173956
189540,16874.617758402135
189541,-6776.374354665633
189542,53029.89626406552
189543,36287.0034579495
189544,50832.1383243422
189545,-5680.321153381374
189546,47708.622407646384
189547,62854.574622886255
189548,59809.20905334456
189549,25157.75569370296
189550,52175.355504422914
189551,41794.09149416955
189552,71711.71271264274
189553,71062.78117250884
189554,51013.22533974005
189555,71560.02420027182
189556,46055.513525513
189557,39760.15530581074
189558,76061.00992599968
189559,73628.58805298805
189560,69247.2213331568
189561,40574.43155428814
189562,59115.58824829012
189563,45194.92647310952
189564,14252.140777702443
189565,56822.741390272975
189566,61375.11029263679
189567,64836.98944516899
189568,2161.8018501582555
189569,51677.67997040367
189570,-7681.325160278007
189571,36813.675338452216
189572,24226.742334376555
189573,65125.441375688184
189574,36201.91805631993
189575,59439.60065326141
189576,61242.3355296189
189577,62842.04503784515
189578,63075.76244470524
189579,63689.26694565313
189580,48649.49988612253
189581,30841.00534460647
189582,69217.324450857
189583,54965.77926031593
189584,51826.56559402449
189585,71702.43470390327
189586,55085.79439779604
189587,1194.8938777102157
189588,61590.032957550604
189589,45949.57030871976
189590,66009.07369045261
189591,57477.92164176656
189592,53770.74617006583
189593,71165.45416855905
189594,50773.36060307268
189595,39101.46747698309
189596,58713.202392758336
189597,37539.40283740638
189598,-10255.557300093118
189599,66467.9033595752
189600,46564.85597640835
189601,69542.06805120129
189602,56674.00476169074
189603,69160.4471726208
189604,42597.40223790333
189605,59056.97808714211
189606,53940.34603570914
189607,63193.55153957708
189608,34649.21803289326
189609,72845.55042753555
189610,69149.23969853157
189611,69479.61408130918
189612,52720.34726094594
189613,29414.404989107512
189614,5309.5008212798275
189615,61964.031607811805
189616,66184.05275340751
189617,62877.08205134189
189618,5064.6546933273785
189619,62102.21090193605
189620,6172.037945956923
189621,25386.977566465735
189622,67342.94516319595
189623,35238.60717212595
189624,48713.18815147458
189625,49562.708102574106
189626,50558.35194278136
189627,44527.936613061
189628,62944.37368707359
189629,39983.58378627431
189630,15623.03319387231
189631,57504.70079202019
189632,49217.487319606356
189633,70036.80900410144
189634,45063.8532385733
189635,63151.31926328875
189636,-11812.589205634315
189637,13918.515785107855
189638,28449.445633732714
189639,56267.05893065734
189640,72788.91791592771
189641,-4048.9295507906936
189642,58509.978656878695
189643,11143.255999777466
189644,-6815.00272032246
189645,68639.80198932905
189646,49315.78904484166
189647,70934.36985670682
189648,30166.073759488296
189649,4282.990107969847
189650,57690.23122595716
189651,70801.61566024786
189652,9057.244796194602
189653,69516.519775772
189654,45043.359351578634
189655,65974.8413010207
189656,52829.671117055696
189657,28084.46022050362
189658,57535.72911728034
189659,43847.764363059774
189660,25376.969542020466
189661,58512.22322233347
189662,31389.882538679987
189663,51828.360856723506
189664,64609.46801253315
189665,56091.76660146844
189666,38610.49885230558
189667,37129.963846678846
189668,51080.16084043961
189669,40530.73159604659
189670,36909.119156619534
189671,25707.748253896832
189672,63054.07756816456
189673,57462.8078070879
189674,36436.20230731042
189675,30304.04503595177
189676,3658.780112520326
189677,70708.69020431768
189678,41592.06905547017
189679,57053.59341666708
189680,68155.80688875355
189681,52859.81548573449
189682,47017.18952816073
189683,47516.65702267364
189684,36908.53590216022
189685,69100.56652765116
189686,2770.4482187437825
189687,-6907.763638984878
189688,7024.516957220156
189689,41803.31114213634
189690,48030.3820444732
189691,54626.95959726814
189692,16032.205769605469
189693,64941.847205278464
189694,21340.73957288405
189695,68848.43682095595
189696,65660.47663848847
189697,26703.62928932486
189698,27052.87435442023
189699,-43.6989153069444
189700,8793.438740044367
189701,36350.95147306565
189702,74055.36750462977
189703,-17376.699775204062
189704,59908.9659039923
189705,61055.42782450467
189706,48462.45013384381
189707,55977.81581809232
189708,33317.840834765695
189709,19289.594076496083
189710,10405.384706574492
189711,24437.669636935927
189712,17483.99738598196
189713,11228.81233929703
189714,41825.568895304576
189715,-14696.052415150683
189716,57848.180805359036
189717,49075.8223118945
189718,-409.2768487352878
189719,25.273536049295217
189720,53158.42315743491
189721,28606.683222963475
189722,35330.51072285883
189723,34254.33109398279
189724,1120.2618745458312
189725,35296.10224838788
189726,65535.52257798007
189727,22656.700313502923
189728,75105.1064274828
189729,27542.078837618697
189730,67594.64024794614
189731,42185.50055727316
189732,63016.88024927955
189733,67429.28240703093
189734,14361.433911394328
189735,42844.886241400614
189736,15126.749529286288
189737,19798.526702550706
189738,64650.35017613787
189739,54042.202755226754
189740,44544.0963722812
189741,77739.65379152494
189742,57182.612560207956
189743,28475.538589193486
189744,60074.97891091928
189745,53106.159405522514
189746,25663.857172258664
189747,43567.738958664704
189748,61557.58207452949
189749,29711.410156445578
189750,-25880.248310741037
189751,56530.11588739464
189752,11871.537722290028
189753,62652.70146234147
189754,57603.85328034777
189755,69080.75351336785
189756,-2770.415758367628
189757,70722.32403128175
189758,-3807.036244012881
189759,62875.99919405347
189760,61400.987661257386
189761,15993.001189457718
189762,64313.18888916122
189763,30159.6726902863
189764,59253.4305788856
189765,41676.86450786842
189766,70667.94065022655
189767,12485.594496071339
189768,-9928.011380396783
189769,-3423.106722134631
189770,51946.030434534885
189771,22463.81057226006
189772,14669.367951294407
189773,56362.34868735215
189774,52046.121766902506
189775,26412.483367477544
189776,78573.37591972016
189777,14326.663870272227
189778,32284.934976851102
189779,58641.99386357656
189780,-23227.65878859209
189781,2183.334557374008
189782,57360.70217319857
189783,73778.47172880033
189784,72933.1985308933
189785,60004.10310025839
189786,65300.406743091065
189787,64204.00833547162
189788,50070.91874253983
189789,31933.531657326967
189790,30035.576432446484
189791,47487.113098355476
189792,1647.4220412215218
189793,54542.63496159576
189794,62378.56076789228
189795,74508.34357323125
189796,69626.02051252034
